,M
34163,-7124
34164,-5772
34165,-4612
34166,-3168
34167,-1373
34168,41
34169,1057
34170,2095
34171,3319
34172,4513
34173,5479
34174,6340
34175,7018
34176,7798
34177,8509
34178,9086
34179,9551
34180,9962
34181,10361
34182,10480
34183,10273
34184,10191
34185,10268
34186,10194
34187,9978
34188,9430
34189,8531
34190,7762
34191,7401
34192,7343
34193,6901
34194,5665
34195,4506
34196,3697
34197,3094
34198,2567
34199,1961
34200,1078
34201,296
34202,252
34203,292
34204,-194
34205,-548
34206,-642
34207,-640
34208,-1017
34209,-1516
34210,-1524
34211,-1686
34212,-2048
34213,-1938
34214,-2034
34215,-2122
34216,-2240
34217,-2493
34218,-2602
34219,-2673
34220,-2845
34221,-2999
34222,-2788
34223,-2745
34224,-2906
34225,-2839
34226,-2423
34227,-2108
34228,-2041
34229,-2045
34230,-2104
34231,-2270
34232,-1995
34233,-1639
34234,-1794
34235,-1873
34236,-1680
34237,-1632
34238,-1617
34239,-1628
34240,-1776
34241,-1837
34242,-1647
34243,-1743
34244,-1879
34245,-2045
34246,-2405
34247,-2609
34248,-2549
34249,-2465
34250,-2692
34251,-2818
34252,-2983
34253,-3078
34254,-2930
34255,-2872
34256,-2871
34257,-2751
34258,-2902
34259,-3053
34260,-3105
34261,-2862
34262,-2493
34263,-2459
34264,-2543
34265,-2646
34266,-2629
34267,-2436
34268,-2273
34269,-2382
34270,-2313
34271,-1966
34272,-1877
34273,-1679
34274,-1430
34275,-1343
34276,-883
34277,-317
34278,-175
34279,279
34280,702
34281,1075
34282,1539
34283,1823
34284,1757
34285,1653
34286,1814
34287,2110
34288,2143
34289,2051
34290,1937
34291,1825
34292,1951
34293,1805
34294,1755
34295,1752
34296,1662
34297,1564
34298,1676
34299,1727
34300,1313
34301,1356
34302,1517
34303,1300
34304,1061
34305,851
34306,748
34307,644
34308,337
34309,455
34310,446
34311,374
34312,454
34313,161
34314,139
34315,76
34316,221
34317,356
34318,226
34319,-72
34320,-271
34321,-401
34322,-610
34323,-539
34324,-633
34325,-741
34326,-735
34327,-826
34328,-900
34329,-1018
34330,-1155
34331,-1183
34332,-1325
34333,-1432
34334,-1460
34335,-1532
34336,-1588
34337,-1716
34338,-1997
34339,-2130
34340,-2061
34341,-2075
34342,-1859
34343,-1603
34344,-1434
34345,-1177
34346,-1011
34347,-1028
34348,-901
34349,-631
34350,-457
34351,-501
34352,-514
34353,-253
34354,-83
34355,-153
34356,-89
34357,-47
34358,-329
34359,-348
34360,-415
34361,-792
34362,-891
34363,-840
34364,-737
34365,-744
34366,-671
34367,-529
34368,-193
34369,-68
34370,42
34371,183
34372,409
34373,461
34374,415
34375,516
34376,481
34377,432
34378,529
34379,464
34380,216
34381,150
34382,149
34383,276
34384,209
34385,167
34386,154
34387,48
34388,234
34389,378
34390,452
34391,766
34392,994
34393,993
34394,1219
34395,1211
34396,1010
34397,1206
34398,1341
34399,1012
34400,972
34401,1007
34402,942
34403,1052
34404,1057
34405,888
34406,825
34407,824
34408,922
34409,976
34410,920
34411,947
34412,947
34413,998
34414,890
34415,915
34416,1073
34417,1041
34418,1176
34419,1245
34420,1102
34421,1280
34422,1482
34423,1417
34424,1176
34425,1252
34426,1573
34427,1484
34428,1195
34429,1051
34430,829
34431,710
34432,573
34433,607
34434,676
34435,448
34436,360
34437,405
34438,472
34439,295
34440,270
34441,555
34442,516
34443,550
34444,679
34445,502
34446,493
34447,639
34448,572
34449,543
34450,297
34451,-106
34452,-222
34453,-332
34454,-446
34455,-587
34456,-723
34457,-886
34458,-887
34459,-710
34460,-765
34461,-671
34462,-672
34463,-613
34464,-530
34465,-757
34466,-789
34467,-747
34468,-833
34469,-893
34470,-882
34471,-1150
34472,-1237
34473,-1176
34474,-1251
34475,-1295
34476,-1166
34477,-973
34478,-815
34479,-624
34480,-403
34481,-90
34482,84
34483,212
34484,216
34485,76
34486,99
34487,161
34488,229
34489,80
34490,-226
34491,-122
34492,93
34493,180
34494,136
34495,224
34496,97
34497,-22
34498,224
34499,56
34500,-262
34501,-328
34502,-302
34503,-258
34504,-340
34505,-559
34506,-509
34507,-349
34508,-276
34509,-103
34510,4
34511,-95
34512,-106
34513,120
34514,89
34515,-247
34516,-265
34517,-191
34518,-318
34519,-344
34520,-529
34521,-574
34522,-411
34523,-604
34524,-508
34525,-301
34526,-373
34527,-182
34528,66
34529,24
34530,49
34531,94
34532,298
34533,189
34534,33
34535,-29
34536,-97
34537,-125
34538,-334
34539,-767
34540,-993
34541,-1090
34542,-1295
34543,-1409
34544,-1603
34545,-1744
34546,-1786
34547,-1857
34548,-1885
34549,-2076
34550,-2134
34551,-2041
34552,-2176
34553,-2299
34554,-2491
34555,-2893
34556,-3014
34557,-2981
34558,-3031
34559,-3083
34560,-3158
34561,-2922
34562,-2936
34563,-3075
34564,-2967
34565,-2833
34566,-2742
34567,-2545
34568,-2331
34569,-2400
34570,-2371
34571,-1932
34572,-1583
34573,-1583
34574,-1711
34575,-1727
34576,-1383
34577,-968
34578,-848
34579,-740
34580,-575
34581,-278
34582,262
34583,407
34584,227
34585,272
34586,540
34587,494
34588,422
34589,372
34590,200
34591,449
34592,581
34593,523
34594,537
34595,435
34596,373
34597,667
34598,1054
34599,1004
34600,1092
34601,1339
34602,1297
34603,1356
34604,1563
34605,1532
34606,1712
34607,1764
34608,1615
34609,1437
34610,1198
34611,1116
34612,933
34613,1007
34614,1034
34615,776
34616,877
34617,779
34618,698
34619,888
34620,884
34621,1193
34622,1372
34623,1125
34624,1148
34625,1301
34626,1252
34627,1317
34628,1286
34629,1220
34630,1023
34631,680
34632,696
34633,530
34634,558
34635,404
34636,399
34637,431
34638,304
34639,218
34640,17
34641,119
34642,281
34643,106
34644,146
34645,272
34646,342
34647,328
34648,328
34649,452
34650,151
34651,12
34652,213
34653,92
34654,87
34655,206
34656,76
34657,-68
34658,-95
34659,-252
34660,-188
34661,-122
34662,-429
34663,-478
34664,-475
34665,-589
34666,-486
34667,-388
34668,-481
34669,-627
34670,-654
34671,-599
34672,-409
34673,-300
34674,-232
34675,18
34676,159
34677,180
34678,256
34679,167
34680,-3
34681,62
34682,219
34683,0
34684,-111
34685,-173
34686,-240
34687,-182
34688,-106
34689,-132
34690,47
34691,68
34692,58
34693,280
34694,148
34695,109
34696,4
34697,-52
34698,96
34699,149
34700,-84
34701,-338
34702,-487
34703,-506
34704,-517
34705,-761
34706,-907
34707,-727
34708,-532
34709,-592
34710,-488
34711,-465
34712,-471
34713,-264
34714,24
34715,156
34716,75
34717,171
34718,209
34719,193
34720,134
34721,186
34722,155
34723,39
34724,-122
34725,-247
34726,-4
34727,194
34728,54
34729,258
34730,220
34731,204
34732,405
34733,405
34734,361
34735,214
34736,381
34737,384
34738,365
34739,234
34740,90
34741,394
34742,459
34743,354
34744,415
34745,238
34746,225
34747,361
34748,293
34749,175
34750,-54
34751,-250
34752,-358
34753,-530
34754,-579
34755,-782
34756,-880
34757,-748
34758,-811
34759,-794
34760,-618
34761,-493
34762,-156
34763,-32
34764,122
34765,428
34766,402
34767,326
34768,351
34769,331
34770,317
34771,63
34772,-200
34773,-180
34774,-494
34775,-594
34776,-419
34777,-437
34778,-485
34779,-337
34780,-155
34781,-160
34782,-3
34783,70
34784,84
34785,79
34786,274
34787,415
34788,370
34789,297
34790,287
34791,343
34792,203
34793,95
34794,87
34795,-37
34796,208
34797,294
34798,131
34799,171
34800,104
34801,305
34802,615
34803,588
34804,576
34805,561
34806,640
34807,649
34808,625
34809,721
34810,695
34811,672
34812,612
34813,611
34814,770
34815,749
34816,752
34817,743
34818,654
34819,654
34820,659
34821,496
34822,299
34823,188
34824,1
34825,-25
34826,-11
34827,-9
34828,162
34829,171
34830,317
34831,417
34832,263
34833,375
34834,577
34835,631
34836,690
34837,799
34838,988
34839,791
34840,676
34841,552
34842,460
34843,591
34844,568
34845,490
34846,462
34847,417
34848,629
34849,860
34850,1022
34851,1226
34852,1202
34853,1375
34854,1481
34855,1324
34856,1556
34857,1541
34858,1240
34859,1234
34860,1110
34861,983
34862,854
34863,702
34864,705
34865,496
34866,388
34867,380
34868,317
34869,130
34870,70
34871,156
34872,132
34873,122
34874,87
34875,27
34876,6
34877,109
34878,111
34879,107
34880,137
34881,199
34882,51
34883,-184
34884,-307
34885,-287
34886,-444
34887,-480
34888,-584
34889,-905
34890,-1088
34891,-1164
34892,-1455
34893,-1410
34894,-1338
34895,-1809
34896,-1882
34897,-1870
34898,-2088
34899,-1987
34900,-2066
34901,-2210
34902,-2072
34903,-1838
34904,-1738
34905,-1963
34906,-1945
34907,-1714
34908,-1670
34909,-1492
34910,-1389
34911,-1568
34912,-1330
34913,-934
34914,-1032
34915,-1639
34916,-1394
34917,-872
34918,-856
34919,-885
34920,-1113
34921,-1043
34922,-703
34923,-697
34924,-587
34925,-377
34926,-265
34927,-157
34928,-363
34929,-309
34930,-446
34931,-770
34932,-757
34933,-935
34934,-909
34935,-951
34936,-1023
34937,-1009
34938,-1105
34939,-869
34940,-738
34941,-697
34942,-521
34943,-323
34944,-26
34945,127
34946,143
34947,52
34948,-132
34949,-55
34950,-120
34951,-148
34952,-10
34953,-204
34954,-401
34955,-399
34956,-656
34957,-699
34958,-887
34959,-1127
34960,-1026
34961,-1052
34962,-1253
34963,-1130
34964,-1123
34965,-1361
34966,-1390
34967,-1416
34968,-1541
34969,-1602
34970,-1822
34971,-1747
34972,-1643
34973,-1827
34974,-1947
34975,-2005
34976,-1713
34977,-1461
34978,-1323
34979,-1043
34980,-1003
34981,-997
34982,-727
34983,-837
34984,-716
34985,-596
34986,-748
34987,-505
34988,-386
34989,-498
34990,-551
34991,-353
34992,37
34993,195
34994,221
34995,286
34996,297
34997,449
34998,552
34999,537
35000,522
35001,558
35002,538
35003,484
35004,532
35005,170
35006,-28
35007,257
35008,245
35009,317
35010,287
35011,388
35012,584
35013,723
35014,938
35015,962
35016,1058
35017,959
35018,1143
35019,1371
35020,911
35021,791
35022,742
35023,518
35024,628
35025,331
35026,173
35027,88
35028,-94
35029,-96
35030,-61
35031,18
35032,294
35033,563
35034,584
35035,496
35036,670
35037,899
35038,1053
35039,1292
35040,1446
35041,1288
35042,1493
35043,1411
35044,1383
35045,1422
35046,1375
35047,1587
35048,1616
35049,1625
35050,1797
35051,2032
35052,2129
35053,2347
35054,2121
35055,1750
35056,1901
35057,1952
35058,1691
35059,1521
35060,1487
35061,1430
35062,1447
35063,1443
35064,1358
35065,1226
35066,1045
35067,1143
35068,1147
35069,934
35070,762
35071,664
35072,677
35073,479
35074,95
35075,-176
35076,-131
35077,161
35078,176
35079,206
35080,271
35081,280
35082,544
35083,776
35084,834
35085,879
35086,775
35087,897
35088,1185
35089,902
35090,768
35091,917
35092,721
35093,856
35094,671
35095,431
35096,369
35097,160
35098,193
35099,307
35100,121
35101,22
35102,124
35103,236
35104,278
35105,154
35106,214
35107,360
35108,419
35109,378
35110,342
35111,392
35112,318
35113,278
35114,288
35115,258
35116,405
35117,311
35118,261
35119,418
35120,319
35121,423
35122,440
35123,469
35124,572
35125,427
35126,714
35127,737
35128,532
35129,438
35130,212
35131,188
35132,441
35133,250
35134,115
35135,-173
35136,-487
35137,-551
35138,-721
35139,-996
35140,-1233
35141,-1195
35142,-1354
35143,-1692
35144,-1838
35145,-1934
35146,-1989
35147,-2001
35148,-2384
35149,-2621
35150,-2730
35151,-2743
35152,-2654
35153,-2691
35154,-2730
35155,-2874
35156,-2777
35157,-2504
35158,-2390
35159,-2335
35160,-2298
35161,-2146
35162,-2080
35163,-2394
35164,-2450
35165,-2294
35166,-2418
35167,-2273
35168,-2481
35169,-2626
35170,-2645
35171,-2754
35172,-2510
35173,-2356
35174,-2181
35175,-1907
35176,-1668
35177,-1502
35178,-1504
35179,-1178
35180,-858
35181,-743
35182,-451
35183,-522
35184,-345
35185,6
35186,63
35187,177
35188,342
35189,407
35190,376
35191,425
35192,547
35193,761
35194,1143
35195,1421
35196,1467
35197,1511
35198,1436
35199,1345
35200,1478
35201,1449
35202,1178
35203,1000
35204,800
35205,607
35206,440
35207,123
35208,-115
35209,-353
35210,-502
35211,-503
35212,-643
35213,-791
35214,-743
35215,-628
35216,-766
35217,-775
35218,-812
35219,-1186
35220,-1175
35221,-1025
35222,-1102
35223,-1030
35224,-1143
35225,-1274
35226,-1176
35227,-1156
35228,-1049
35229,-987
35230,-974
35231,-871
35232,-615
35233,-498
35234,-482
35235,-555
35236,-568
35237,-562
35238,-493
35239,-392
35240,-388
35241,-364
35242,-466
35243,-314
35244,21
35245,9
35246,202
35247,491
35248,628
35249,709
35250,772
35251,789
35252,741
35253,1075
35254,1204
35255,1063
35256,973
35257,736
35258,726
35259,508
35260,297
35261,435
35262,426
35263,325
35264,308
35265,29
35266,-35
35267,228
35268,274
35269,436
35270,400
35271,194
35272,103
35273,13
35274,-50
35275,-142
35276,-10
35277,-251
35278,-473
35279,-247
35280,-248
35281,-28
35282,-59
35283,-236
35284,39
35285,-36
35286,125
35287,456
35288,359
35289,475
35290,533
35291,539
35292,597
35293,548
35294,579
35295,500
35296,417
35297,483
35298,244
35299,297
35300,262
35301,167
35302,273
35303,12
35304,-263
35305,-55
35306,19
35307,-33
35308,41
35309,2
35310,-19
35311,117
35312,385
35313,574
35314,675
35315,699
35316,842
35317,929
35318,1047
35319,1187
35320,1011
35321,1169
35322,1394
35323,1515
35324,1461
35325,1246
35326,1226
35327,1463
35328,1472
35329,1635
35330,1792
35331,1875
35332,2095
35333,2087
35334,2186
35335,2300
35336,2271
35337,2497
35338,2672
35339,2783
35340,2828
35341,2882
35342,3137
35343,3172
35344,3121
35345,3312
35346,3178
35347,3136
35348,3413
35349,3448
35350,3434
35351,3434
35352,3460
35353,3599
35354,3371
35355,3270
35356,3159
35357,2807
35358,2798
35359,2598
35360,2285
35361,2127
35362,1915
35363,1585
35364,1019
35365,446
35366,-45
35367,-338
35368,-595
35369,-1234
35370,-1731
35371,-2095
35372,-2600
35373,-3123
35374,-3518
35375,-4109
35376,-4630
35377,-5082
35378,-5440
35379,-5870
35380,-6621
35381,-6918
35382,-7214
35383,-7627
35384,-8038
35385,-8550
35386,-8737
35387,-9054
35388,-9220
35389,-9193
35390,-9504
35391,-9644
35392,-9689
35393,-9719
35394,-9616
35395,-9659
35396,-9387
35397,-9337
35398,-9780
35399,-9753
35400,-9566
35401,-9384
35402,-9008
35403,-8711
35404,-8589
35405,-8549
35406,-8272
35407,-7930
35408,-7618
35409,-7055
35410,-6787
35411,-6576
35412,-6453
35413,-6304
35414,-5398
35415,-4584
35416,-4412
35417,-4347
35418,-4475
35419,-4732
35420,-4817
35421,-4922
35422,-4891
35423,-4762
35424,-4646
35425,-4322
35426,-3775
35427,-3190
35428,-2297
35429,-1116
35430,9
35431,1789
35432,4252
35433,7420
35434,11524
35435,15554
35436,19095
35437,22438
35438,25186
35439,27462
35440,29609
35441,31690
35442,32764
35443,32474
35444,32352
35445,32477
35446,32333
35447,32346
35448,32319
35449,32257
35450,32259
35451,32164
35452,31421
35453,27990
35454,22127
35455,16318
35456,10513
35457,4143
35458,-2041
35459,-7895
35460,-13381
35461,-18014
35462,-21869
35463,-25120
35464,-27812
35465,-29983
35466,-31602
35467,-32499
35468,-32428
35469,-31844
35470,-31221
35471,-30521
35472,-29356
35473,-27945
35474,-26531
35475,-25101
35476,-23435
35477,-21497
35478,-19998
35479,-18518
35480,-16771
35481,-14843
35482,-12903
35483,-10855
35484,-8916
35485,-6946
35486,-4715
35487,-2344
35488,31
35489,2674
35490,5261
35491,8094
35492,11396
35493,14351
35494,17055
35495,19276
35496,21323
35497,23054
35498,24380
35499,25071
35500,24517
35501,23600
35502,22794
35503,21162
35504,19166
35505,16950
35506,14519
35507,11945
35508,9479
35509,7279
35510,4877
35511,2503
35512,481
35513,-1339
35514,-2978
35515,-4249
35516,-5138
35517,-5624
35518,-5822
35519,-5777
35520,-5204
35521,-4072
35522,-2441
35523,-959
35524,712
35525,2475
35526,4274
35527,5973
35528,7227
35529,8620
35530,10008
35531,11063
35532,11700
35533,12241
35534,12860
35535,13063
35536,13648
35537,13908
35538,13526
35539,13466
35540,13510
35541,13515
35542,12532
35543,10756
35544,9082
35545,7627
35546,5689
35547,3256
35548,464
35549,-1970
35550,-4391
35551,-7572
35552,-10727
35553,-13426
35554,-15747
35555,-17862
35556,-19871
35557,-21837
35558,-23491
35559,-24600
35560,-25287
35561,-25645
35562,-25781
35563,-25800
35564,-25361
35565,-24768
35566,-24034
35567,-22857
35568,-21601
35569,-20153
35570,-18677
35571,-16945
35572,-15288
35573,-13550
35574,-11629
35575,-9392
35576,-7063
35577,-4867
35578,-2699
35579,-823
